alpha,cl_stdy,cd_stdy,cm_stdy,cl_sep,cl_lin,cl_stall
-37.000000,-0.678000,0.477000,0.120000,0.000000,-3.804790,-0.678000
-36.000000,-0.601000,0.456000,0.114000,0.000000,-3.720958,-0.601000
-35.000000,-0.493000,0.434000,0.106000,0.000000,-3.637126,-0.493000
-34.000000,-0.415000,0.413000,0.099000,0.000000,-3.553293,-0.415000
-33.000000,-0.328000,0.391000,0.092000,0.000000,-3.469461,-0.328000
-32.000000,-0.237000,0.243000,-0.047000,0.000000,-3.385629,-0.237000
-30.000000,-0.157000,0.223000,-0.061000,0.000000,-3.217964,-0.157000
-28.000000,-0.078000,0.203000,-0.074000,0.000000,-3.050299,-0.078000
-26.000000,0.012000,0.186000,-0.087000,0.000000,-2.882635,0.012000
-24.000000,0.101000,0.168000,-0.101000,0.000000,-2.714970,0.101000
-22.000000,0.196000,0.153000,-0.113000,0.000000,-2.547305,0.196000
-20.000000,0.292000,0.137000,-0.126000,0.000000,-2.379641,0.292000
-18.000000,0.393000,0.124000,-0.137000,0.000000,-2.211976,0.393000
-16.000000,0.495000,0.111000,-0.148000,0.000000,-2.044311,0.495000
-14.000000,0.600000,0.101000,-0.157000,0.000000,-1.876647,0.600000
-12.000000,0.706000,0.091000,-0.166000,0.000000,-1.708982,0.706000
-10.000000,0.788000,0.084000,-0.168000,0.000000,-1.541317,0.788000
-8.000000,0.870000,0.076000,-0.169000,0.000000,-1.373653,0.870000
-6.000000,0.829000,0.075000,-0.146000,0.000000,-1.205988,0.829000
-4.000000,0.788000,0.073000,-0.123000,0.000000,-1.038323,0.788000
-2.000000,0.595000,0.076000,-0.081000,0.000000,-0.870659,0.595000
0.000000,0.402000,0.078000,-0.040000,0.000000,-0.702994,0.402000
2.000000,0.078000,0.078000,0.016000,0.000000,-0.535329,0.078000
4.000000,-0.359000,0.071000,0.093000,0.000000,-0.367665,-0.359000
6.000000,-0.200000,0.080000,0.052000,1.000000,-0.200000,-0.100000
8.000000,-0.027000,0.096000,0.013000,1.000000,-0.027000,-0.016168
10.000000,0.113000,0.115000,-0.017000,0.684867,0.135329,0.064473
12.000000,0.230000,0.136000,-0.044000,0.551331,0.302994,0.140304
14.000000,0.330000,0.161000,-0.067000,0.455204,0.470659,0.212473
16.000000,0.419000,0.187000,-0.088000,0.384870,0.638323,0.281775
18.000000,0.498000,0.215000,-0.108000,0.327299,0.805988,0.348150
20.000000,0.540000,0.249000,-0.125000,0.239558,0.973653,0.403389
22.000000,0.602000,0.282000,-0.142000,0.204783,1.141317,0.463116
24.000000,0.664000,0.314000,-0.159000,0.180158,1.308982,0.522267
26.000000,0.738000,0.344000,-0.175000,0.171316,1.476647,0.585297
28.000000,0.813000,0.374000,-0.192000,0.165094,1.644311,0.648617
30.000000,0.864000,0.407000,-0.205000,0.145202,1.811976,0.702970
32.000000,0.916000,0.439000,-0.219000,0.129929,1.979641,0.757165
33.000000,0.951000,0.429000,-0.137000,0.127987,2.063473,0.787720
34.000000,0.973000,0.450000,-0.141000,0.119919,2.147305,0.812991
35.000000,0.985000,0.471000,-0.145000,0.108160,2.231138,0.833871
36.000000,1.016000,0.492000,-0.149000,0.105602,2.314970,0.862630
37.000000,1.038000,0.513000,-0.153000,0.099618,2.398802,0.887441
38.000000,1.050000,0.534000,-0.157000,0.090404,2.482635,0.907611
39.000000,1.052000,0.555000,-0.160000,0.078664,2.566467,0.922693
40.000000,1.053000,0.575000,-0.164000,0.067942,2.650299,0.936566
45.000000,1.030000,0.677000,-0.183000,0.025140,3.069461,0.977405
50.000000,0.976000,0.776000,-0.194000,0.003348,3.488623,0.967560
55.000000,0.921000,0.876000,-0.205000,0.000000,3.907784,0.921000
60.000000,0.866000,0.975000,-0.216000,0.000000,4.326946,0.866000
65.000000,0.766000,1.068000,-0.227000,0.000000,4.746108,0.766000
70.000000,0.643000,1.148000,-0.235000,0.000000,5.165269,0.643000
75.000000,0.500000,1.213000,-0.241000,0.000000,5.584431,0.500000
80.000000,0.342000,1.261000,-0.246000,0.000000,6.003593,0.342000
85.000000,0.174000,1.290000,-0.249000,0.000000,6.422754,0.174000
90.000000,0.000000,1.300000,-0.250000,0.000000,6.841916,0.000000
95.000000,-0.174000,1.290000,-0.249000,0.000000,7.261078,-0.174000
100.000000,-0.342000,1.261000,-0.246000,0.000000,7.680240,-0.342000
105.000000,-0.500000,1.213000,-0.241000,0.000000,8.099401,-0.500000
110.000000,-0.643000,1.148000,-0.235000,0.000000,8.518563,-0.643000
115.000000,-0.766000,1.068000,-0.227000,0.000000,8.937725,-0.766000
120.000000,-0.866000,0.975000,-0.216000,0.000000,9.356886,-0.866000
125.000000,-0.940000,0.872000,-0.205000,0.000000,9.776048,-0.940000
130.000000,-0.985000,0.763000,-0.192000,0.000000,10.195210,-0.985000
135.000000,-1.000000,0.650000,-0.177000,0.000000,10.614371,-1.000000
140.000000,-0.985000,0.537000,-0.161000,0.000000,11.033533,-0.985000
145.000000,-0.940000,0.428000,-0.143000,0.000000,11.452695,-0.940000
150.000000,-0.866000,0.325000,-0.125000,0.000000,11.871856,-0.866000
155.000000,-0.766000,0.232000,-0.106000,0.000000,12.291018,-0.766000
160.000000,-0.643000,0.152000,-0.086000,0.000000,12.710180,-0.643000
165.000000,-0.500000,0.087000,-0.065000,0.000000,13.129341,-0.500000
170.000000,-0.342000,0.039000,-0.043000,0.000000,13.548503,-0.342000
175.000000,-0.174000,0.010000,-0.022000,0.000000,13.967665,-0.174000
180.000000,0.000000,0.000000,0.000000,0.000000,14.386826,0.000000
